Negative,conservative,@claudiaRtist,#thanksgiving #covid19fear #endthelockdown #democratsaredestroyingamerica
Neutral,conservative,@Amandaleee,•& I’m ok with losing those “friends” baaaa!  ✌🏻✌🏻✌🏻 #trump #trump2020 #trumptrain #trumppence #redwave #redwave2020 #redpill #redpill2020 #maga #maga2020 #makeamericagreat #makeamericagreatagain #kaga #kaga2020 #keepamericagreat #keepamericagreatagain #praying #republican #republicans #draintheswamp #gop #usa #unitedstatesofamerica #trusttheplan #wakeupamerica #saveourchildren #savethechildren #voterfraud #recount #recount2020 #potus #parler #parlerusa #copslivesmatter #alllivesmatter #unity #unitednotdivided #backtheblue #supporttrump #scotus #stopthesteal #votersupression #4moreyears #protectthevote #allvotesmatter #sleepyjoe #byebyejoebiden #creepyjoe #saveamerica #legalvotesonly #notharris #notbiden #notmypedophile #wwg1wga #wwg1wgaworldwide #wwg1wga_worldwide #covid19 #nomasks #sheep #masksoff
Neutral,conservative,@Gracekryz,"¿Por qué el liberalismo no logra ser una opción electoral? - Infobae 🔸Las fundaciones que los reúnen se multiplican; los seminarios, convenciones y conferencias que organizan se superponen igual que los oradores y hasta van emergiendo de sus filas voluntades que se anotan en la carrera electoral. Pero el mensaje no termina de hacer pie en la población. #electionfraud #trump2020 #realdonaldtrump #joebiden #electionfraud2020 #liberalismo #covid_19 #capitalismo #politics #socialismo #comunismo  #Argentina 🇦🇷 #Chile 🇨🇱  #Brasil 🇧🇷 #Uruguay 🇺🇾  #Paraguay 🇵🇾 #Bolivia 🇧🇴  #Peru 🇵🇪 #Ecuador 🇪🇨  #Colombia 🇨🇴 #Venezuela 🇻🇪  #Mexico 🇲🇽 #Panama 🇵🇦  #Guatemala 🇬🇹 #Cuba 🇨🇺  #Honduras 🇭🇳 #ElSalvador 🇸🇻  #PuertoRico 🇵🇷 #Nicaragua 🇳🇮 #Belize 🇧🇿 #CostaRica 🇨🇷  #LasBahamas 🇧🇸 #España 🇪🇸  #Italia 🇮🇹 #EEUU 🇺🇸"
Neutral,conservative,@Chrissybrown1975,"Covid 19 is nothing, but a hoist to defer the most important presidential election!!! Keep fighting President Trump!!!"
Neutral,conservative,@GrammyTammy10,Covid 19 is like eating raw cookie dough... We know the risks Now let us live our lives!
Neutral,conservative,@Iyeztv,#covid vs #flu I guarantee all flu sickness will be blamed on covid! somehow covided cured the flu #lies #agenda2030 #nwo #globalist #vaccines
Neutral,conservative,@DFBHarvard,"Demark scientists just published a study on Masks & COVID-19; Annals of Internal Medicine! NO DIFFERENCE BETWEEN COVID-19 INFECTIONS BETWEEN MASK-WEARERS & NON-MASK WEARERS. With increasing COVID cases & record-setting mask-wearing, this makes sense!"
Neutral,conservative,@Denn,"From Great Britain today; Dental schools have been open since the beginning of this COVID scare and have not had a single person get sick. The science from Cardiff shows a mouthwash ingredient, CETYLPYRIDINIUM, shows it can reduce COVID in your mouth.  The COVID virus bacteria is so small that the masks being worn cannot stop its spread. These masks are the same as putting up a chain link fence to stop mosquitos from entering your yard. The masks are about controlling people, not protecting them. Dr. Richard Bartlett, Texas Medical Advisor. Toss the mask and buy some Scope."
Neutral,conservative,@1776stonewall,"CDC numbers reveal hospitals counted over 130,000 deaths from pneumonia, influenza, and heart attack as Covid deaths. Meaning Covid is rarely the actual cause of death among corona patients. According to the CDC themselves - of the supposed ""220,000 Covid deaths"" 88,000 of them had pneumonia or influenza. Another 17,000 died from chronic lower respiratory disease. 26,000 died from respiratory distress syndrome. 44,000 died from hypertensive diseases. 24,000 from cardiac arrest. 130,000 already had life-ending diseases. 10,000 were even on hospice care"
Neutral,conservative,@1776stonewall,"CDC numbers reveal hospitals counted over 130,000 deaths from pneumonia, influenza, and heart attack as Covid deaths. Meaning Covid is rarely the actual cause of death among corona patients. According to the CDC themselves - of the supposed ""220,000 Covid deaths"" 88,000 of them had pneumonia or influenza. Another 17,000 died from chronic lower respiratory disease. 26,000 died from respiratory distress syndrome. 44,000 died from hypertensive diseases. 24,000 from cardiac arrest. 130,000 already had life-ending diseases. 10,000 were even on hospice care"
Neutral,conservative,@1776stonewall,"CDC numbers reveal hospitals counted over 130,000 deaths from pneumonia, influenza, and heart attack as Covid deaths. Meaning Covid is rarely the actual cause of death among corona patients. According to the CDC themselves - of the supposed ""220,000 Covid deaths"" 88,000 of them had pneumonia or influenza. Another 17,000 died from chronic lower respiratory disease. 26,000 died from respiratory distress syndrome. 44,000 died from hypertensive diseases. 24,000 from cardiac arrest. 130,000 already had life-ending diseases. 10,000 were even on hospice care"
Neutral,conservative,@1776stonewall,"CDC numbers reveal hospitals counted over 130,000 deaths from pneumonia, influenza, and heart attack as Covid deaths. Meaning Covid is rarely the actual cause of death among corona patients. According to the CDC themselves - of the supposed ""220,000 Covid deaths"" 88,000 of them had pneumonia or influenza. Another 17,000 died from chronic lower respiratory disease. 26,000 died from respiratory distress syndrome. 44,000 died from hypertensive diseases. 24,000 from cardiac arrest. 130,000 already had life-ending diseases. 10,000 were even on hospice care"
Neutral,conservative,@1776stonewall,"CDC numbers reveal hospitals counted over 130,000 deaths from pneumonia, influenza, and heart attack as Covid deaths. Meaning Covid is rarely the actual cause of death among corona patients. According to the CDC themselves - of the supposed ""220,000 Covid deaths"" 88,000 of them had pneumonia or influenza. Another 17,000 died from chronic lower respiratory disease. 26,000 died from respiratory distress syndrome. 44,000 died from hypertensive diseases. 24,000 from cardiac arrest. 130,000 already had life-ending diseases. 10,000 were even on hospice care"
Neutral,conservative,@1776stonewall,"CDC numbers reveal hospitals counted over 130,000 deaths from pneumonia, influenza, and heart attack as Covid deaths. Meaning Covid is rarely the actual cause of death among corona patients. According to the CDC themselves - of the supposed ""220,000 Covid deaths"" 88,000 of them had pneumonia or influenza. Another 17,000 died from chronic lower respiratory disease. 26,000 died from respiratory distress syndrome. 44,000 died from hypertensive diseases. 24,000 from cardiac arrest. 130,000 already had life-ending diseases. 10,000 were even on hospice care"
Neutral,conservative,@1776stonewall,"CDC numbers reveal hospitals counted over 130,000 deaths from pneumonia, influenza, and heart attack as Covid deaths. Meaning Covid is rarely the actual cause of death among corona patients. According to the CDC themselves - of the supposed ""220,000 Covid deaths"" 88,000 of them had pneumonia or influenza. Another 17,000 died from chronic lower respiratory disease. 26,000 died from respiratory distress syndrome. 44,000 died from hypertensive diseases. 24,000 from cardiac arrest. 130,000 already had life-ending diseases. 10,000 were even on hospice care"
Neutral,conservative,@1776stonewall,"CDC numbers reveal hospitals counted over 130,000 deaths from pneumonia, influenza, and heart attack as Covid deaths. Meaning Covid is rarely the actual cause of death among corona patients. According to the CDC themselves - of the supposed ""220,000 Covid deaths"" 88,000 of them had pneumonia or influenza. Another 17,000 died from chronic lower respiratory disease. 26,000 died from respiratory distress syndrome. 44,000 died from hypertensive diseases. 24,000 from cardiac arrest. 130,000 already had life-ending diseases. 10,000 were even on hospice care"
Neutral,conservative,@1776stonewall,"CDC numbers reveal hospitals counted over 130,000 deaths from pneumonia, influenza, and heart attack as Covid deaths. Meaning Covid is rarely the actual cause of death among corona patients. According to the CDC themselves - of the supposed ""220,000 Covid deaths"" 88,000 of them had pneumonia or influenza. Another 17,000 died from chronic lower respiratory disease. 26,000 died from respiratory distress syndrome. 44,000 died from hypertensive diseases. 24,000 from cardiac arrest. 130,000 already had life-ending diseases. 10,000 were even on hospice care"
